License Number,License Type,License Type Code,License Status,License Status Code,Issued Date,Effective Date,Expiration Date,Application Number,SEE Category,Entity Name,DBA,Location ID,Address Line 1,Address Line 2,City,State,Zip Code,County,Region,Latitude,Longitude,Business Website,Operational Status,Business Purpose,Tier Type,Processor Type,Cultivation Indoor,Cultivation Outdoor,Cultivation Mixed Light,Cultivation Combination,Cultivation Activities Drying Curing,Cultivation Activities Storage,Cultivation Activities Packaging,Cultivation Activities Waste Rendering,Processing Activities Extraction,Processing Activities Blending and Infusing,Processing Activities Packaging and Labeling,Processing Activities Branding,Retail Activities Sales with Delivery,Retail Activities Sales No Delivery,Retail Activities Non-Cannabis Products,Retail Activities Drive Thru,Retail Date Opened to Public,Primary Contact Name
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2024-000020,,True Budz LLC,,4891743C-87BE-48C0-944E-0A6563033A4F,54 Rudinski Rd,,Pine Island,NY,10969,Orange,Mid-Hudson,41.291448,-74.49684,,Non-Operational,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,John Madura
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001454,,True North Cannabis LLC,,83DE44B1-8620-4E4A-81FC-C3F15CD3CCA0,1471 State Route 9,,Lake George,NY,12845,Warren,Capital District,43.36763,73.69941,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Charlene Wood
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001192,,Truly Green LLC,,0924C98F-0FA9-4165-9514-9D7C0A12DC63,80-12 Surrey Pl,,Jamaica Estates,NY,11432,Queens,Queens,40.726237,-73.789169,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Yudi Zhao
OCM-PROC-24-000122,Adult-Use Processor License,OCMPROC,Active,LICACT,09/30/2024 12:00:00 AM,09/30/2024 12:00:00 AM,09/30/2026 12:00:00 AM,OCMPROC-2023-000068,,TTT Extractions No. 2 LLC,,23AC50BC-65D5-4795-86F7-FC5B3853309E,1250 Broadway St,,Buffalo,NY,14212,Erie,Western NY,42.895524,78.828475,,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,William Winokur
OCM-CULT-24-000014,Adult-Use Cultivator License,OCMCULT,Active,LICACT,03/07/2024 12:00:00 AM,03/07/2024 12:00:00 AM,03/07/2026 12:00:00 AM,OCMCULT-2023-000173,Minority-Owned Business,"Tumbleweed Farms, LLC",,925D40F9-1C40-4FD5-8539-D5DB941D033F,,,,,,Otsego,Mohawk Valley,,,,Active,Adult-Use Cultivation,CCULT_COMBINATION_T2,,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,Joe Rodrigues
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2024-000003,Minority-Owned Business,"Tumbleweed Farms, LLC",,07D9E14B-7F32-4C19-A836-53BB9284B646,1423 Lutheranville Rd,,East Worcester,NY,12064,Otsego,Mohawk Valley,42.591715,-74.649398,,Non-Operational,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Jose Rodrigues
OCM-MICR-24-000116,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,07/12/2024 12:00:00 AM,07/12/2024 12:00:00 AM,07/12/2026 12:00:00 AM,OCMMICR-2023-000367,,TWIN ARCH FARM LLC,RIZE CANNABIS,778FDA4E-BFBD-42BF-90E3-A27502E0DB7B,,,,,,Orange,Mid-Hudson,,,www.twinarchfarm.com,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,,Heather Walsh
OCM-RETL-24-000053,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,04/16/2024 12:00:00 AM,04/16/2024 12:00:00 AM,04/16/2026 12:00:00 AM,OCMRETL-2023-000908,,Twisted Cannabis FLX LLC,,DD561713-740F-453D-82D5-00E6B6A88D0F,501 Exchange St,,Geneva,NY,14456,Ontario,Finger Lakes,42.8671534,-76.9815136,www.twistedcannabisflx.com,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,07/09/2024 12:00:00 AM,Ian Boni
OCM-CAURD-24-000105,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,03/15/2024 12:00:00 AM,03/15/2024 12:00:00 AM,03/15/2026 12:00:00 AM,OCMCAURDP-2023-000189,,"Two Buds Enterprise, Inc.",Two Buds Dispensary,120815,696 East 241st St,,Bronx,NY,10470,Bronx,Bronx,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,03/29/2024 12:00:00 AM,Howell Miller
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000446,,TW of NY Retail LLC,,A4F600E8-D03C-42D2-8615-9E686B9AA7BB,,,,,,Westchester,Mid-Hudson,,,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,,Brandon Pollock
OCM-PROC-24-000115,Adult-Use Processor License,OCMPROC,Active,LICACT,09/17/2024 12:00:00 AM,09/17/2024 12:00:00 AM,09/17/2026 12:00:00 AM,OCMPROC-2023-000211,Minority-Owned Business,TWO PUFFS AND PASS LLC,,374D56B5-DB57-4A43-A8C7-94579CD9C6FB,17 Monte Cristo Trl,,Hopewell Junction,NY,12533,Dutchess,Mid-Hudson,41.50402,-73.80793,,Active,Adult-Use Processing,,"Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,,Rafael Toribio
,Adult-Use Distributor License,OCMDIST,In-Process,Pending,,,,OCMDIST-2023-000197,,UKIYO NICHOL LLC,,4D791992-CFD5-4A6B-A88E-36799E65C859,"Section 4, Block 1, Lot 50.2",,Wawayanda,NY,10958,Orange,Mid-Hudson,24.2047,120.68084,,Non-Operational,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Tineil Parris
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000282,,UKIYO NICHOL LLC,,0037E72F-DBEE-452B-823D-A0A1FD0B6B80,"Section 4, Block 1, Lot 50.2",,Wawayanda,NY,10958,Orange,Mid-Hudson,41.422059,-74.505858,,Non-Operational,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Tineil Parris
OCM-PROC-24-000136,Adult-Use Processor License,OCMPROC,Active,LICACT,10/15/2024 12:00:00 AM,10/15/2024 12:00:00 AM,10/15/2026 12:00:00 AM,OCMPROC-2023-000082,Minority-Owned Business,Ultimate Supplement Manufacturing Inc,,0C5C8272-C8B8-4691-9266-2A09A1C7A093,264 Suburban Ave,Unit B,Deer Park,NY,11729,Suffolk,Long Island,40.7530244,-73.3037055,,Active,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,Marcos Lopez
OCM-CAURD-24-000195,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,08/23/2024 12:00:00 AM,08/23/2024 12:00:00 AM,08/23/2026 12:00:00 AM,OCMCAURDP-2023-000127,,"Unbothered Bud, LLC",Root 9 Dispensary,132859,1546 Route 9,,Wappingers Falls,NY,12590,Dutchess,Mid-Hudson,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,,Frank Bocci
OCM-CULT-24-000036,Adult-Use Cultivator License,OCMCULT,Active,LICACT,04/11/2024 12:00:00 AM,04/11/2024 12:00:00 AM,04/11/2026 12:00:00 AM,OCMCULT-2023-000256,,Unhinged hemp farm,,4D6546B4-EA6B-4D39-A751-7FB05FDC239B,,,,,,Oswego,Central NY,,,,Active,Adult-Use Cultivation,CCULT_OUTDOOR_T3,,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,William Allen
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2023-000178,,Union Chill Cannabis NY LLC,,LID144,34 W Pulteney Street,,Corning,NY,14830,Steuben,,42.15115795,-77.06307101,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001120,,"United Cannabis Source, LLC",Four Budz,FBA0278F-66F9-4E59-8F6C-4BD3D0F6DEBA,112 Griffing Ave,,Riverhead,NY,11901,Suffolk,Long Island,40.91723,72.66384,www.fourbudz.net,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Allison Weitz
OCM-MICR-24-000005,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,02/28/2024 12:00:00 AM,02/28/2024 12:00:00 AM,02/28/2026 12:00:00 AM,OCMMICR-2023-000598,,Untergang Inc,,88674EAE-4641-4ACB-83EF-B85F6D658B79,,,,,,Queens,Queens,,,https://untergang.nyc,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,,Malik Houari
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000374,,Upleaf'd LLC,,831FD311-6EB8-4A00-B2B7-4435A3040DD4,140 Riverside Blvd Apt 409,,New York,NY,10069,New York,Manhattan,40.777251,-73.988768,,Non-Operational,Adult-Use Processing,,"Packaging; Labeling and Branding, including for the exclusive performance of white labeling agreements",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,Robert Eder
OCM-RETL-24-000164,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,08/19/2024 12:00:00 AM,08/19/2024 12:00:00 AM,08/19/2026 12:00:00 AM,OCMRETL-2023-001418,Minority-Owned Business,Upscale Cannabis Incorporated,,35406B1D-DA19-4B75-8537-6BBA11F25A18,3042b Fenton Ave,,The Bronx,NY,10469,Bronx,Bronx,40.86972,-73.846956,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Albert Williams
,Adult-Use Processor License,OCMPROC,In-Process,Pending,,,,OCMPROC-2023-000033,,UPSCALE EXTRACTS LLC,,BCC846D9-FC50-4F15-92D7-914E83741A28,3532 Noell Ave,,Bronx,NY,10475,Bronx,Bronx,40.88621,-73.82664,www.upscaleextracts.com,Non-Operational,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Carol Ferrovecchio
OCM-CULT-24-000130,Adult-Use Cultivator License,OCMCULT,Active,LICACT,07/25/2024 12:00:00 AM,07/25/2024 12:00:00 AM,07/25/2026 12:00:00 AM,OCMCULT-2023-000019,,Upsprout LLC,,65954308-A8A5-42B9-B4CB-B9B1AEB1CAF1,,,,,,Rensselaer,Capital District,,,,Active,Adult-Use Cultivation,CULT_INDOOR_T2,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,Xiao Yong Lin
OCM-MICR-24-000106,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,06/21/2024 12:00:00 AM,06/21/2024 12:00:00 AM,06/21/2026 12:00:00 AM,OCMMICR-2023-000090,Women-Owned Business,UpState Craft Cannabis LLC,,A1151819-AEAF-4679-993D-B699F3D96D54,,,,,,Chemung,Southern Tier,,,www.upstatecraft.com,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution",,,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,,Loren Cole
OCM-RETL-24-000033,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,04/08/2024 12:00:00 AM,04/08/2024 12:00:00 AM,04/08/2026 12:00:00 AM,OCMRETL-2023-002157,Service-Disabled Veteran-Owned Business,"Upstate Edge, LLC",,0D6D2E9A-8A67-43D1-9441-7BD47C48F244,401 Herkimer Rd,,Utica,NY,13502,Oneida,Mohawk Valley,43.114926,-75.204037,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Kevin Pruitt
OCM-MICR-24-000102,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,06/21/2024 12:00:00 AM,06/21/2024 12:00:00 AM,06/21/2026 12:00:00 AM,OCMMICR-2023-000451,,Upstate Haze LLC,,5237DD77-D16C-410B-A0F4-E8B670EF54CC,1280 Dryden Rd,,Ithaca,NY,14850,Tompkins,Southern Tier,42.46798,-76.41278,upstatehaze.com,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Retail Sales",,,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,,Riley Rynone
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000390,,"Upstate New York Cannabis and Clone Company, LLC",,F255F433-4053-462C-97C5-EA05D5C17AD1,75 King Rd,,Buskirk,NY,12028,Washington,Capital District,42.96331,-73.43868,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,,Johnnie Hatfield
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001450,,"UPSTATENY CANNABIS, LLC",,9C7ED424-D64B-41CC-86D1-4AC84FBB35AA,626 Oriskany Blvd,,Yorkville,NY,13495,Oneida,Mohawk Valley,43.11473,-75.27918,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,Sonalben Patel
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001284,,Upstate Pines Inc.,Upstate Pines,DC2CDDD4-F022-40F6-BE47-02533305059A,7345 S Broadway,,Red Hook,NY,12571,Dutchess,Mid-Hudson,41.987286,-73.88117,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Kevin Pollard
OCM-CAURD-24-000092,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,02/26/2024 12:00:00 AM,02/26/2024 12:00:00 AM,02/26/2026 12:00:00 AM,OCMCAURDP-2023-000156,,Up State Sports Cards LLC,,90282,1099 New Loudon Rd,,Cohoes,NY,12047,Albany,Capital Region,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,03/08/2024 12:00:00 AM,Michael Gardner
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-001155,,Upstate State Collective LLC,,39DD5B7F-2EFF-4FD7-8408-206341E0B068,73 Central Ave,,Albany,NY,12206,Albany,Capital District,42.659173,-73.765655,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Marcel Hooks
,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,In-Process,Pending,,,,OCMCAURDP-2023-000089,,URBAN CLOUDS LLC,,LID197,25-15 Broadway,,Astoria,NY,11106,Queens,,40.76334172,-73.92813299,,,Adult-Use Retail Sales,,,,,,,,,,,,,,,,,,,,
OCM-RETL-24-000113,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,06/21/2024 12:00:00 AM,06/21/2024 12:00:00 AM,06/21/2026 12:00:00 AM,OCMRETL-2023-001287,Minority-Owned Business,URBAN HERB LLC,,D6C06B1C-D7BE-4E9D-B561-553A755A9F1C,1850 Union Rd Ste 4,,West Seneca,NY,14224,Erie,Western NY,42.850112,-78.755016,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Sukhwinder Atwal
OCM-RETL-24-000030,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,04/01/2024 12:00:00 AM,04/01/2024 12:00:00 AM,04/01/2026 12:00:00 AM,OCMRETL-2023-001414,Women-Owned Business,"Urban Pulse, LLC",,E07E180A-2866-45B6-B60B-2810DC2AA9DD,3740 W Henrietta,,Henrietta,NY,14623,Monroe,Finger Lakes,43.07924,-77.64051,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Natalie Rowland
OCM-CAURD-23-000042,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,12/28/2023 12:00:00 AM,12/28/2023 12:00:00 AM,12/28/2025 12:00:00 AM,OCMCAURDP-2023-000046,,Urban Weeds LLC,,90163,31-35 Steinway St,,Astoria,NY,11103,Queens,Queens,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,01/12/2024 12:00:00 AM,Mitchell Taylor
OCM-CULT-24-000131,Adult-Use Cultivator License,OCMCULT,Active,LICACT,07/26/2024 12:00:00 AM,07/26/2024 12:00:00 AM,07/26/2026 12:00:00 AM,OCMCULT-2023-000245,Minority-Owned Business,URBAN WORLD LLC,,F9D39EC4-B120-4D87-AAB1-7022B4EAEA47,,,,,,Sullivan,Mid-Hudson,,,,Active,Adult-Use Cultivation,CULT_INDOOR_T2,,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,,Urbano Estevez
OCM-CULT-24-000171,Adult-Use Cultivator License,OCMCULT,Active,LICACT,10/10/2024 12:00:00 AM,10/10/2024 12:00:00 AM,10/10/2026 12:00:00 AM,OCMCULT-2023-000074,,urbanXtracts,,CCBB45BA-D160-4DCB-BCE7-CE9A2194B15F,,,,,,Orange,Mid-Hudson,,,urbanXtracts.com,Active,Adult-Use Cultivation,CCULT_COMBINATION_T2,,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,,Eran Sherin
OCM-DIST-24-000069,Adult-Use Distributor License,OCMDIST,Active,LICACT,08/28/2024 12:00:00 AM,08/28/2024 12:00:00 AM,08/28/2026 12:00:00 AM,OCMDIST-2023-000061,,urbanXtracts,,2A989C4E-EA31-4384-9867-8B768AA8D54C,43 John Hicks Dr,,Warwick,NY,10990,Orange,Mid-Hudson,41.27454,74.30988,urbanXtracts.com,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Eran Sherin
OCM-PROC-24-000083,Adult-Use Processor License,OCMPROC,Active,LICACT,08/08/2024 12:00:00 AM,08/08/2024 12:00:00 AM,08/08/2026 12:00:00 AM,OCMPROC-2023-000066,,urbanXtracts,,EF8EB627-2409-4E5C-9C8D-B90DD567CF7A,43 John Hicks Dr,,Warwick,NY,10990,Orange,Mid-Hudson,41.27423,74.3097,urbanXtracts.com,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Eran Sherin
,Adult-Use Microbusiness License,OCMMICR,In-Process,Pending,,,,OCMMICR-2023-000463,,Utopia Flowers LLC,,15D1A185-4AB7-48AB-94AA-5FBF9002E9A4,2204 Utopia Pkwy,,Whitestone,NY,11357,Queens,Queens,40.77681,-73.793579,,Non-Operational,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,,John Roberti
MM0802D,Registered Organization,OCMRO,Active,LICACT,,,,,,"Valley Agriceuticals, LLC",,LID035,178 North 4th Street,,Brooklyn,NY,11211,Kings,,40.71557702,-73.95867362,,,Medical Sales,,,,,,,,,,,,,,,,,,,,
MM0805D,Registered Organization,OCMRO,Active,LICACT,,,,,,"Valley Agriceuticals, LLC",,LID095,4776 Commercial Drive,,New Hartford,NY,13413,Oneida,,43.08619468,-75.31519918,,,Medical Sales,,,,,,,,,,,,,,,,,,,01/25/2019 12:00:00 AM,
MM0804D,Registered Organization,OCMRO,Active,LICACT,,,,,,"Valley Agriceuticals, LLC",,LID138,345 Route 304,,Bardonia,NY,10956,Rockland,,41.11003762,-73.99595274,,,Medical Sales,,,,,,,,,,,,,,,,,,,01/25/2019 12:00:00 AM,
MM0803D,Registered Organization,OCMRO,Active,LICACT,,,,,,"Valley Agriceuticals, LLC",,LID148,277 Walk Whitman Road,,Huntington Station,NY,11746,Suffolk,,40.82294099,-73.41257792,,,Medical Sales,,,,,,,,,,,,,,,,,,,08/13/2019 12:00:00 AM,
OCM-CAURD-24-000138,Conditional Adult-Use Retail Dispensary License,OCMCAURD22,Active,LICACT,05/03/2024 12:00:00 AM,05/03/2024 12:00:00 AM,05/03/2026 12:00:00 AM,OCMCAURDP-2023-000170,,Valley Greens Ltd.,,135719,939 Central Ave,,Peekskill,NY,10566,Westchester,Mid-Hudson,,,,Active,AdultUseRetail,,,,,,,,,,,,,,,,,,,08/24/2024 12:00:00 AM,Stephen Bond
OCM-RETL-24-000146,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,07/22/2024 12:00:00 AM,07/22/2024 12:00:00 AM,07/22/2026 12:00:00 AM,OCMRETL-2023-000437,Minority-Owned Business,"Vaporize, Inc.",,A026B9A0-BBF7-493D-82E8-2030D6F3E63A,12420 Liberty Ave,Side,South Richmond Hill,NY,11419,Queens,Queens,40.68795841,-73.81934873,www.vaporizeny.com,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Kishan Mahipath
OCM-RETL-24-000018,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,03/05/2024 12:00:00 AM,03/05/2024 12:00:00 AM,03/05/2026 12:00:00 AM,OCMRETL-2023-001539,Women-Owned Business,"Venus Cannabis Shop, LLC",,CD6DB260-4272-44EA-BDF8-DAF7E8574595,248-06 Northern Blvd,,Little Neck,NY,11362,Queens,Queens,40.765472,-73.743038,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,Gina Candelario
,Adult-Use Retail Dispensary License,OCMRETL,In-Process,Pending,,,,OCMRETL-2023-002189,,Veterans for Cannabis LLC,,11F2567D-6BA9-487D-959F-477A33039FE7,101 Hamilton Ave,,Brooklyn,NY,11231,Kings,Brooklyn,40.68237,74.00504,,Non-Operational,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Martin Bumagin
OCM-CULT-24-000128,Adult-Use Cultivator License,OCMCULT,Active,LICACT,07/17/2024 12:00:00 AM,07/17/2024 12:00:00 AM,07/17/2026 12:00:00 AM,OCMCULT-2023-000125,Service-Disabled Veteran-Owned Business,"Veterans Holdings, Inc",,904A0755-4DAD-4531-8BE5-31EE571336C5,,,,,,Fulton,Mohawk Valley,,,,Active,Adult-Use Cultivation,CULT_INDOOR_T1,,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,Jason Ambrosino
OCM-DIST-24-000051,Adult-Use Distributor License,OCMDIST,Active,LICACT,07/22/2024 12:00:00 AM,07/22/2024 12:00:00 AM,07/22/2026 12:00:00 AM,OCMDIST-2023-000099,Service-Disabled Veteran-Owned Business,"Veterans Holdings, Inc",,5A47BB40-188C-4095-A666-6524ADC228A2,34 W Fulton St,,Gloversville,NY,12078,Fulton,Mohawk Valley,43.050084,-74.346962,,Active,Adult-Use Distribution,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Jason Ambrosino
OCM-PROC-24-000069,Adult-Use Processor License,OCMPROC,Active,LICACT,07/17/2024 12:00:00 AM,07/17/2024 12:00:00 AM,07/17/2026 12:00:00 AM,OCMPROC-2023-000102,Service-Disabled Veteran-Owned Business,"Veterans Holdings, Inc",,5C960D0D-DC84-415D-AE04-7ADA50FBC637,34 W Fulton St,,Gloversville,NY,12078,Fulton,Mohawk Valley,43.050734,-74.347152,,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Jason Ambrosino
OCM-PROC-24-000069,Adult-Use Processor License,OCMPROC,Active,LICACT,07/17/2024 12:00:00 AM,07/17/2024 12:00:00 AM,07/17/2026 12:00:00 AM,OCMPROC-2023-000102,Service-Disabled Veteran-Owned Business,"Veterans Holdings, Inc",,B638426C-24F1-4567-BA55-7DBF3EE631C7,111 Bellen Rd Ste 2,,Broadalbin,NY,12025,Fulton,Mohawk Valley,43.050734,-74.347152,,Active,Adult-Use Processing,,"Extraction; Infusing and Blending; and Packaging, Labeling and Branding",0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,,Jason Ambrosino
OCM-RETL-24-000128,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,07/15/2024 12:00:00 AM,07/15/2024 12:00:00 AM,07/15/2026 12:00:00 AM,OCMRETL-2023-001495,Service-Disabled Veteran-Owned Business,"Veteran Warriors of WNY, LLC",,6C572CB0-6A13-4FA3-8D20-C0A8412E26BB,1067 E 2nd St,,Jamestown,NY,14701,Chautauqua,Western NY,42.10978,-79.22046,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,Matthew Leonardo
OCM-MICR-24-000128,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,07/17/2024 12:00:00 AM,07/17/2024 12:00:00 AM,07/17/2026 12:00:00 AM,OCMMICR-2023-000043,Women-Owned Business,"Victory Road Farm, LLC",,BA79E4DF-6DF9-4F5F-9196-2282A0DA1870,556 Victory Rd,,Red Creek,NY,13143,Cayuga,Central NY,43.213676,-76.7024515,victoryroadfarm.com,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,,James Siciliano
OCM-MICR-24-000001,Adult-Use Microbusiness License,OCMMICR,Active,LICACT,02/22/2024 12:00:00 AM,02/22/2024 12:00:00 AM,02/22/2026 12:00:00 AM,OCMMICR-2023-000057,,Village Flower LLC,,1172C0BD-255E-4205-B29B-08403380F57D,110 Mohawk Ave,,Scotia,NY,12302,Schenectady,Capital District,42.8255575,-73.9620512,,Active,"Adult-Use Cultivation, Adult-Use Processing, Adult-Use Distribution, Adult-Use Retail Sales",,,0,0,1,0,1,1,1,1,0,0,1,1,1,0,0,0,,Jacob Koehler
OCM-RETL-24-000131,Adult-Use Retail Dispensary License,OCMRETL,Active,LICACT,07/15/2024 12:00:00 AM,07/15/2024 12:00:00 AM,07/15/2026 12:00:00 AM,OCMRETL-2023-001170,Women-Owned Business,Village one stop smoke shop inc.,,7DB66607-95FB-424E-BEA6-E43AC952B99A,11 Commercial St,,Angola,NY,14006,Erie,Western NY,42.381759,79.014102,,Active,Adult-Use Retail Sales,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,Ceara Hoffman
MM0203D,Registered Organization,OCMRO,Active,LICACT,,,,,,"Vireo Health of NY, LLC.",,LID003,38 Fuller Road,,Albany,NY,12205,Albany,,42.70141465,-73.81928383,,,Medical Sales,,,,,,,,,,,,,,,,,,,11/01/2016 12:00:00 AM,
MM0202D,Registered Organization,OCMRO,Active,LICACT,,,,,,"Vireo Health of NY, LLC.",,LID016,589 Harry L Drive,,Johnson City,NY,13790,Broome,,42.12455574,-75.97142489,,,Medical Sales,,,,,,,,,,,,,,,,,,,01/01/2016 12:00:00 AM,
